tamanho_mapa;densidade;nos_hpa;nos_hpa_jps;reducao_nos_percentual;tempo_hpa_segundos;tempo_hpa_jps_segundos;variacao_tempo_percentual
256;baixa;1513.0;1155.0;23.661599471249172;7.607788599998457;7.950937499990687;4.510494678996457
256;media;2446.0;1921.0;21.463614063777598;12.276923299999908;12.905117099988274;5.116866698909583
256;alta;3544.0;2892.0;18.397291196388263;14.030821499996819;14.146184200013522;0.8222091629968324
512;baixa;4429.0;3952.0;10.769925491081509;75.13775039999746;103.32018149999203;37.50768548428025
512;media;7992.0;7272.0;9.00900900900901;111.83995279998635;102.9280776999949;-7.968418151900844
512;alta;10348.0;9386.0;9.296482412060302;112.4888269000221;112.35698839998804;-0.11720141783613724
1024;baixa;16075.0;15447.0;3.906687402799378;1562.7476040000038;1271.8821461999905;-18.612439849884584
1024;media;28741.0;27921.0;2.8530670470756063;1099.5935749000055;1122.37131279998;2.071468806285614
1024;alta;38738.0;37922.0;2.106458774330115;1123.1407097000047;1631.9198446999944;45.29967889204966
