origem_resultado;algoritmo;tamanho_mapa;tamanho_cluster;densidade_nome;densidade_configurada;densidade_real;semente;numero_mapa;tentativa_geracao_mapa;repeticao;encontrado;tempo_segundos;nos_expandidos;custo_total;passos_caminho;posicoes_caminho;nos_expandidos_abstratos;quantidade_portais;jump_points;nos_grafo_abstrato;arestas_grafo_abstrato;erro
resultados_preliminares;A*;32;8;baixa;0.1;0.1298828125;5227;1;1;1;True;0.004317999992053956;325;49.69848480983499;41;42;0;0;0;0;0;
resultados_preliminares;A*;32;8;baixa;0.1;0.1298828125;5227;1;1;2;True;0.003966599993873388;325;49.69848480983499;41;42;0;0;0;0;0;
resultados_preliminares;JPS;32;8;baixa;0.1;0.1298828125;5227;1;1;1;True;0.004510200000368059;139;49.698484809835;41;42;0;0;169;0;0;
resultados_preliminares;JPS;32;8;baixa;0.1;0.1298828125;5227;1;1;2;True;0.003609599982155487;139;49.698484809835;41;42;0;0;169;0;0;
resultados_preliminares;HPA*;32;8;baixa;0.1;0.1298828125;5227;1;1;1;True;0.033997499995166436;204;51.45584412271571;44;45;47;47;0;94;284;
resultados_preliminares;HPA*;32;8;baixa;0.1;0.1298828125;5227;1;1;2;True;0.03400730001158081;204;51.45584412271571;44;45;47;47;0;94;284;
resultados_preliminares;HPA-JPS;32;8;baixa;0.1;0.1298828125;5227;1;1;1;True;0.037677899992559105;91;51.45584412271571;44;45;47;47;1847;94;284;
resultados_preliminares;HPA-JPS;32;8;baixa;0.1;0.1298828125;5227;1;1;2;True;0.037175799981923774;91;51.45584412271571;44;45;47;47;1847;94;284;
resultados_preliminares;A*;32;8;media;0.2;0.185546875;5237;1;1;1;True;0.003831000009085983;334;50.28427124746189;42;43;0;0;0;0;0;
resultados_preliminares;A*;32;8;media;0.2;0.185546875;5237;1;1;2;True;0.0028409999795258045;334;50.28427124746189;42;43;0;0;0;0;0;
resultados_preliminares;JPS;32;8;media;0.2;0.185546875;5237;1;1;1;True;0.003424099995754659;146;50.28427124746189;42;43;0;0;188;0;0;
resultados_preliminares;JPS;32;8;media;0.2;0.185546875;5237;1;1;2;True;0.003385599993634969;146;50.28427124746189;42;43;0;0;188;0;0;
resultados_preliminares;HPA*;32;8;media;0.2;0.185546875;5237;1;1;1;True;0.04834670000127517;292;53.21320343559643;47;48;67;57;0;111;372;
resultados_preliminares;HPA*;32;8;media;0.2;0.185546875;5237;1;1;2;True;0.04972979999729432;292;53.21320343559643;47;48;67;57;0;111;372;
resultados_preliminares;HPA-JPS;32;8;media;0.2;0.185546875;5237;1;1;1;True;0.05312150000827387;184;53.21320343559643;47;48;67;57;2983;111;372;
resultados_preliminares;HPA-JPS;32;8;media;0.2;0.185546875;5237;1;1;2;True;0.05417200000374578;184;53.21320343559643;47;48;67;57;2983;111;372;
resultados_preliminares;A*;32;8;alta;0.3;0.3203125;5247;1;2;1;True;0.0020812000147998333;274;58.627416997969505;52;53;0;0;0;0;0;
resultados_preliminares;A*;32;8;alta;0.3;0.3203125;5247;1;2;2;True;0.002119000011589378;274;58.627416997969505;52;53;0;0;0;0;0;
resultados_preliminares;JPS;32;8;alta;0.3;0.3203125;5247;1;2;1;True;0.0022631999745499343;106;58.627416997969505;52;53;0;0;131;0;0;
resultados_preliminares;JPS;32;8;alta;0.3;0.3203125;5247;1;2;2;True;0.002158499992219731;106;58.627416997969505;52;53;0;0;131;0;0;
resultados_preliminares;HPA*;32;8;alta;0.3;0.3203125;5247;1;2;1;True;0.0335553000040818;234;60.384776310850235;55;56;46;50;0;99;214;
resultados_preliminares;HPA*;32;8;alta;0.3;0.3203125;5247;1;2;2;True;0.03366990000358783;234;60.384776310850235;55;56;46;50;0;99;214;
resultados_preliminares;HPA-JPS;32;8;alta;0.3;0.3203125;5247;1;2;1;True;0.034612699993886054;118;60.384776310850235;55;56;46;50;1715;99;214;
resultados_preliminares;HPA-JPS;32;8;alta;0.3;0.3203125;5247;1;2;2;True;0.033195900003192946;118;60.384776310850235;55;56;46;50;1715;99;214;
resultados_preliminares;A*;64;8;baixa;0.1;0.0966796875;8427;1;1;1;True;0.00616940000327304;630;94.95331880577395;73;74;0;0;0;0;0;
resultados_preliminares;A*;64;8;baixa;0.1;0.0966796875;8427;1;1;2;True;0.007274900010088459;630;94.95331880577395;73;74;0;0;0;0;0;
resultados_preliminares;JPS;64;8;baixa;0.1;0.0966796875;8427;1;1;1;True;0.008600200002547354;218;94.95331880577397;73;74;0;0;309;0;0;
resultados_preliminares;JPS;64;8;baixa;0.1;0.0966796875;8427;1;1;2;True;0.010288699995726347;218;94.95331880577397;73;74;0;0;309;0;0;
